"臀"	"殿月"	"TP"	"TUN"	"臀臂辟殿鸳霄蟹臂譬磐"
"橐"	""	"TO"	"TUO"	"橐"
"妥"	""	"TO"	"TUO"	"妥绥受要安妄莫茎"
"晚"	"日免"	"WJ"	"WAN"	"晚挽免兔逸晓魄映吮挽皖"
"脘"	"月完"	"WJ"	"WAN"	"脘玩完烷莞皖"
"菀"	""	"WJ"	"WAN"	"菀婉宛惋琬畹畹碗腕"
"婉"	"女宛"	"WJ"	"WAN"	"婉宛惋菀琬畹畹碗腕碗惋嫡豌腕嫁"
"旺"	"日王"	"WH"	"WANG"	"旺王眨狂妊胚吁眩"
"魏"	"委鬼"	"WZ"	"WEI"	"魏巍貌鳃锦甥确蜕"
"喂"	"口畏"	"WZ"	"WEI"	"喂畏隈猥惯暇咽哩偶馈"
"逶"	""	"WZ"	"WEI"	"逶透秀委"
"誊"	""	"TG"	"TENG"	"誊誉誉署誓曹置警"
"祧"	""	"TC"	"TIAO"	"祧光兆佻挑眺铫跳"
"挑"	""	"TC"	"TIAO"	"挑祧光兆佻眺铫跳姚眺跳拂排挪"
"冂"	""	"TS"	"TONG"	"冂门"
"退"	""	"TV"	"TUI"	"退腿银煺褪迢追逼遏返迫"
"沱"	"三它"	"TO"	"TUO"	"沱驼柁砣鸵跎酡陀坨佗"
"陀"	""	"TO"	"TUO"	"陀坨沱驼柁砣鸵跎酡佗防舵肘肥阳叹"
"豌"	"豆宛"	"WJ"	"WAN"	"豌蜿剜宛碗惋豌碗腕碗婉须翰鞠额"
"位"	"人立"	"WZ"	"WEI"	"位立住佐仗佑仿垃"
"腧"	"月俞"	"UU"	"SHU"	"腧俞"
"庶"	""	"UU"	"SHU"	"庶度席庇茂麻庞府"
"竖"	""	"UU"	"SHU"	"竖紧坚紧姿肾经贤"
"述"	""	"UU"	"SHU"	"述沐术达还迈迸坯途"
"数"	"娄文"	"UU"	"SHU"	"数娄敦救教敖致敷"
"刷"	""	"UW"	"SHUA"	"刷涮唰剧剐剔删剃侧"
"帅"	""	"UY"	"SHUAI"	"帅师师咐灿恤抑肺"
"闩"	"门一"	"UR"	"SHUAN"	"闩门"
"爽"	""	"UD"	"SHUANG"	"爽大夹奔丧荧药来"
"孀"	"女霜"	"UD"	"SHUANG"	"孀霜"
"水"	""	"UV"	"SHUI"	"水小木永本巾冰术"
"税"	"禾兑"	"UV"	"SHUI"	"税兑说锐拼租稳秩蜕"
"吮"	"口允"	"UP"	"SHUN"	"吮允吭咙吹晚忧咏"
"顺"	"川页"	"UP"	"SHUN"	"顺页倾颁顾喉陋腋"
"舜"	""	"UP"	"SHUN"	"舜瞬绎举爽爱静斡"
"瞬"	"目舜"	"UP"	"SHUN"	"瞬舜喷晓瞒暖曝臃"
"槊"	"朔木"	"UO"	"SHUO"	"槊逆朔"
"铄"	"金乐"	"UO"	"SHUO"	"铄乐烁"
"妁"	"女勺"	"UO"	"SHUO"	"妁勺"
"烁"	"火乐"	"UO"	"SHUO"	"烁乐铄炼砾烦蛛陈炽"
"私"	"禾厶"	"SI"	"SI"	"私禾厶敌乱泳芯杜缸"
"澌"	"三斯，淇斤"	"SI"	"SI"	"澌斯厮嘶撕"
"撕"	""	"SI"	"SI"	"撕澌斯厮嘶掷惭擞掀濒嘶"
"锶"	"金思"	"SI"	"SI"	"锶思"
"厮"	"厂斯，厂其斤"	"SI"	"SI"	"厮嘶撕澌斯"
"蛳"	"虫师"	"SI"	"SI"	"蛳师"
"厶"	""	"SI"	"SI"	"厶私"
"灬"	""	"SI"	"SI"	"灬丶"
"鸶"	"丝鸟"	"SI"	"SI"	"鸶鸟"
"驷"	"马四"	"SI"	"SI"	"驷四"
"笥"	"竹司"	"SI"	"SI"	"笥司"
"巳"	""	"SI"	"SI"	"巳已己已己巴乙口丑"
"咝"	"口丝"	"SI"	"SI"	"咝丝"
"耜"	"未吕"	"SI"	"SI"	"耜吕"
"肆"	""	"SI"	"SI"	"肆聿肄贸律续锋留"
"兕"	"凹儿"	"SI"	"SI"	"兕凸凹"
"似"	"人以"	"SI"	"SI"	"似以拟皿他仙仰恤"
"寺"	"土寸"	"SI"	"SI"	"寺侍待专手字吉寻芽"
"四"	""	"SI"	"SI"	"四一二三五六七八九十百千万亿口匹肆"
"嗣"	""	"SI"	"SI"	"嗣司铜勋酮郧题励"
"淞"	"三松，三木公"	"SS"	"SONG"	"淞凇松忪菘"
"嵩"	"山高"	"SS"	"SONG"	"嵩高"
"怂"	"从心"	"SS"	"SONG"	"怂从珐公协烛总功"
"悚"	""	"SS"	"SONG"	"悚束速"
"竦"	"立束"	"SS"	"SONG"	"竦束速"
"讼"	"言公"	"SS"	"SONG"	"讼公颂论诊议蚀汰协"
"诵"	"言甬"	"SS"	"SONG"	"诵甬通涌痈厢浦底病"
"潸"	""	"UJ"	"SHAN"	"潸替辇"
"商"	""	"UH"	"SHANG"	"商裔熵墒南高筒两菌茵"
"潲"	"三稍，三禾肖"	"UK"	"SHAO"	"潲肖消稍俏哨"
"芍"	""	"UK"	"SHAO"	"芍勺苟苛谷节芹扫"
"赦"	"赤文"	"UE"	"SHE"	"赦郝救赫菠数敖郝"
"畲"	"余田"	"UE"	"SHE"	"畲备番"
"舍"	"人舌"	"UE"	"SHE"	"舍猞告会苔吾否合"
"婶"	"女审"	"UF"	"SHEN"	"婶审姻姆嫁嫡娟娘"
"盛"	"成皿"	"UG"	"SHENG"	"盛晟成感盏盈盗凝涤"
"声"	""	"UG"	"SHENG"	"声巴串宗苹字辛孝"
"石"	""	"UI"	"SHI"	"石磊右万右后五百习"
"铈"	"金市"	"UI"	"SHI"	"铈饰"
"噬"	"口筮"	"UI"	"SHI"	"噬筮巫嗡暖嘴嘿曝喷"
"屎"	"尸米"	"UI"	"SHI"	"屎尸尿屏屈深涤展"
"仍"	"人乃"	"RG"	"RENG"	"仍扔乃们扔贝怔叼讹"
"熔"	"火容"	"RS"	"RONG"	"熔榕蓉溶容熔崆溶膀瘩喀烙洛"
"绒"	""	"RS"	"RONG"	"绒戎戒狨统纸缴纫缩续"
"荣"	""	"RS"	"RONG"	"荣荥嵘熔莱柒菜奈苗弟"
"颥"	"需页"	"RU"	"RU"	"颥儒需嚅孺濡薷襦蠕"
"洳"	"三如"	"RU"	"RU"	"洳如"
"嚅"	"口需"	"RU"	"RU"	"嚅孺濡薷襦蠕颥儒需"
"瑞"	""	"RV"	"RUI"	"瑞颛崦端湍揣喘碳滞"
"锐"	"金兑"	"RV"	"RUI"	"锐况竞兑铣税蜕钥锥钮"
"蕊"	""	"RV"	"RUI"	"蕊心荡蔚德搞蓝兢"
"闰"	"门玉"	"RP"	"RUN"	"闰润用闯阐闺阑闽"
"缫"	""	"SK"	"SAO"	"缫巢"
"歃"	""	"UA"	"SHA"	"歃插锸"
"裟"	"沙衣"	"UA"	"SHA"	"裟沙纱鲨砂莎痧"
"筛"	"竹师"	"UL"	"SHAI"	"筛师啼烯蹄缔稀隔"
"汕"	"三山"	"UJ"	"SHAN"	"汕山讪仙灿加池洲剁"
"蟮"	"虫善"	"UJ"	"SHAN"	"蟮鄯缮膳鳝"
"凵"	""	"UJ"	"SHAN"	"凵冂鿈"
"卿"	""	"QY"	"QING"	"卿即聊榔铆柳娜御"
"清"	"三青"	"QY"	"QING"	"清清蜻鲭情晴请箐请漳涪渭渍溶"
"璩"	""	"QU"	"QU"	"璩虎唬"
"黢"	""	"QU"	"QU"	"黢俊"
"劬"	"句力"	"QU"	"QU"	"劬勉"
"鸲"	"句鸟"	"QU"	"QU"	"鸲鸡"
"诎"	"言出"	"QU"	"QU"	"诎出"
"诠"	"言全"	"QR"	"QUAN"	"诠全"
"铨"	"金全"	"QR"	"QUAN"	"铨筌痊辁"
"悫"	"壳心"	"QT"	"QUE"	"悫壳"
"燃"	"火然"	"RJ"	"RAN"	"燃然蛾烘檄螺傲搬"
"髯"	""	"RJ"	"RAN"	"髯再苒"
"桡"	"木尧"	"RK"	"RAO"	"桡饶荛桡娆饶娆绕"
"喏"	"口若"	"NO"	"NUO"	"喏若诺"
"韧"	"韦刃"	"RF"	"REN"	"韧刃忍仞纫轫钡铂初钮钢劫"
"袷"	"衣合"	"QW"	"QIA"	"袷合恰诠蛤给洽"
"欠"	""	"QM"	"QIAN"	"欠肷芡次茨久大火文穴央"
"谴"	"言遣"	"QM"	"QIAN"	"谴遣缱臆遁碴握棺谜"
"钎"	"金千"	"QM"	"QIAN"	"钎迁扦阡仟千芊钉纤秆针轩铲"
"镪"	"金强，金弓虽"	"QD"	"QIANG"	"镪强襁犟"
"襁"	"衣强，衣弓虽"	"QD"	"QIANG"	"襁强犟镪"
"樵"	"木焦"	"QC"	"QIAO"	"樵谯焦憔蓟瞧僬噍"
"巧"	"工亏"	"QC"	"QIAO"	"巧攻窍乃力万吁耳历"
"庑"	"广无"	"WU"	"WU"	"庑妩无"
"馨"	""	"XN"	"XIN"	"馨馨"
"涂"	"三余"	"TU"	"TU"	"涂余除荼途酴徐涤珠深法垛"
"皖"	"白完"	"WJ"	"WAN"	"皖玩完烷莞脘魄院烷晚昧倪"
"下"	""	"XW"	"XIA"	"下吓卜丁卞了干千不"
"锑"	"金弟"	"TI"	"TI"	"锑绨鹈弟梯剃涕涕梯锦锚镁镜铺"
"鸵"	"鸟它"	"TO"	"TUO"	"鸵跎酡陀坨沱驼柁砣佗舵蛇驼轮陀妨"
"遐"	""	"XW"	"XIA"	"遐瑕暇"
"写"	""	"XX"	"XIE"	"写定吕音宫军害台"
"糖"	"米唐"	"TH"	"TANG"	"糖瑭塘唐搪溏螗醣粳糠精搪据糙"
"铴"	"金汤"	"TH"	"TANG"	"铴汤"
"蜩"	"虫周"	"TC"	"TIAO"	"蜩绸周"
"厅"	"厂厅"	"TY"	"TING"	"厅丁汀斤斥丘汗牙万"
"痛"	""	"TS"	"TONG"	"痛捅桶癌瘤瘸病痞痘"
"佗"	""	"TO"	"TUO"	"佗陀坨沱驼柁砣鸵跎酡"
"洼"	"三圭"	"WA"	"WA"	"洼哇圭娃佳挂连注法桂"
"佤"	"人瓦"	"WA"	"WA"	"佤瓦"
"艉"	"舟尾"	"WZ"	"WEI"	"艉尾"
"填"	"土真"	"TM"	"TIAN"	"填真慎境镇滇垣场"
"侗"	""	"TS"	"TONG"	"侗同垌峒恫洞胴硐恫洞悯桐佣佩"
"细"	""	"XI"	"XI"	"细田纲绸铀绑纫绍"
"嗾"	"口族"	"SB"	"SOU"	"嗾族放"
"嗉"	"口素"	"SU"	"SU"	"嗉索"
"绥"	""	"SV"	"SUI"	"绥妥馁缓经续绍绞"
"遂"	""	"SV"	"SUI"	"遂燧隧逐递遥透逸途"
"踏"	""	"TA"	"TA"	"踏沓睹蹈蹭路磅揩"
"鲐"	"鱼台"	"TL"	"TAI"	"鲐台胎骀邰苔抬跆炱"
"叹"	"口又"	"TJ"	"TAN"	"叹嗓啜吸四咀哎旺收"
"毯"	"毛炎"	"TJ"	"TAN"	"毯炭赕翘穗篷邀渔鹅"
"傥"	""	"TH"	"TANG"	"傥党堂镗"
"樘"	"木堂"	"TH"	"TANG"	"樘党堂常膛螳"
"堂"	""	"TH"	"TANG"	"堂棠党室掌赏窒棠里"
"逃"	""	"TK"	"TAO"	"逃光桃洮巡选迎逝迸迹"
"腾"	""	"TG"	"TENG"	"腾塍滕膳媵瞪膳膛臆鹰膊"
"剔"	""	"TI"	"TI"	"剔易踢副剐剥鄙剧刷"
"暑"	"日者"	"UU"	"SHU"	"暑者都署署曼膏昌景冒"
"丨"	""	"UU"	"SHU"	"丨刂川"
"署"	"四者"	"UU"	"SHU"	"署者暑暑着置罩誊誉"
"属"	""	"UU"	"SHU"	"属嘱瞩瞩届屈犀屑唇屁"
"搠"	""	"UO"	"SHUO"	"搠嗍蒴朔"
"司"	""	"SI"	"SI"	"司饲旬月同昂习员"
"斯"	"其斤"	"SI"	"SI"	"斯厮嘶撕澌欺靳期浙斩新"
"汜"	"三巳"	"SI"	"SI"	"汜巳"
"宋"	""	"SS"	"SONG"	"宋木末东朱来苯宏"
"捎"	""	"UK"	"SHAO"	"捎肖俏梢蛸稍梢揩悄捐摧掐"
"苕"	""	"UK"	"SHAO"	"苕召招"
"麝"	"鹿射"	"UE"	"SHE"	"麝鹿"
"猞"	""	"UE"	"SHE"	"猞舍"
"矧"	"矢引"	"UF"	"SHEN"	"矧引蚓"
"蜃"	"辰虫"	"UF"	"SHEN"	"蜃蚤"
"葚"	""	"UF"	"SHEN"	"葚其甚"
"晟"	"日戌"	"UG"	"SHENG"	"晟成盛"
"生"	"牛一"	"UG"	"SHENG"	"生王牛尘全毕红共"
"蜓"	"虫廷"	"TY"	"TING"	"蜓廷迁挺莛蜓庭莛霆艇"
"骰"	"骨殳"	"TB"	"TOU"	"骰髂髋髌"
"钍"	"金土"	"TU"	"TU"	"钍土士仕吐"
"堍"	"土兔"	"TU"	"TU"	"堍菟免兔"
"庹"	""	"TO"	"TUO"	"庹尺"
"坨"	"土它"	"TO"	"TUO"	"坨沱驼柁砣鸵跎酡陀佗"
"歪"	"不正"	"WL"	"WAI"	"歪孬至甭豆麦蚕垂"
"惘"	""	"WH"	"WANG"	"惘辋魍罔"
"辋"	"车罔"	"WH"	"WANG"	"辋魍罔魍"
"维"	""	"WZ"	"WEI"	"维帷唯惟潍锥纸雏络组推"
"伟"	"人韦"	"WZ"	"WEI"	"伟违韦讳闱涠讳传侍傍佑床"
"委"	"禾女"	"WZ"	"WEI"	"委诿萎娄耍蚕曼妻黍"
"嗡"	"口翁"	"WG"	"WENG"	"嗡蓊翁噬陶嚼喝塌惕"
"阢"	""	"WU"	"WU"	"阢阮"
"吴"	"口天"	"WU"	"WU"	"吴呈昊矣县是桌具异"
"呜"	"口乌"	"WU"	"WU"	"呜邬乌吗鸣咱咯啤吟"
"鼯"	"鼠吾"	"WU"	"WU"	"鼯吾"
"鹜"	""	"WU"	"WU"	"鹜婺茅"
"惜"	""	"XI"	"XI"	"惜昔借措惰憎僧俗"
"欷"	"希欠"	"XI"	"XI"	"欷浠希欷钸烯"
"嘻"	"口喜"	"XI"	"XI"	"嘻喜嬉嗜噎喧瘩嚼嚏"
"媳"	"女息"	"XI"	"XI"	"媳息娘娟赂嫁娠婚"
"裼"	""	"XI"	"XI"	"裼惕易葛"
"夕"	""	"XI"	"XI"	"夕久少今女方乒贞"
"菥"	""	"XI"	"XI"	"菥新析"
"醯"	""	"XI"	"XI"	"醯酉"
"洗"	"三先"	"XI"	"XI"	"洗先恍涨济珠汾悦"
"屣"	"尸徙"	"XI"	"XI"	"屣徙蓰"
"阋"	""	"XI"	"XI"	"阋阍"
"樨"	"木犀"	"XI"	"XI"	"樨犀"
"馊"	""	"SB"	"SOU"	"馊飕艘瞍嗖搜叟溲锼螋"
"艘"	"舟叟"	"SB"	"SOU"	"艘瞍嗖搜叟溲馊锼飕螋嫂聘腹搜昭够"
"螋"	"虫叟"	"SB"	"SOU"	"螋馊飕艘瞍嗖搜叟溲锼"
"瞍"	"目叟"	"SB"	"SOU"	"瞍嗖搜叟溲锼螋馊飕艘"
"僳"	"人粟"	"SU"	"SU"	"僳栗粟燥僳侥操侯嗓"
"俗"	"人谷"	"SU"	"SU"	"俗谷浴借倍描俊份"
"蔌"	""	"SU"	"SU"	"蔌茨"
"稣"	"鱼禾"	"SU"	"SU"	"稣酥禾"
"诉"	"言斥"	"SU"	"SU"	"诉斥拆拆近沉诡沂证"
"溯"	"三朔"	"SU"	"SU"	"溯朔逆潮棚瑚蝴溅濒"
"塑"	"朔土"	"SU"	"SU"	"塑堑缨堕垫骏型"
"谡"	""	"SU"	"SU"	"谡稷"
"蒜"	""	"SR"	"SUAN"	"蒜示蔬踪荡惹养悲"
"酸"	""	"SR"	"SUAN"	"酸狻猁俊醒骏醚醇隧醋"
"算"	""	"SR"	"SUAN"	"算箕箕寞寡冕纂复"
"狻"	""	"SR"	"SUAN"	"狻猁俊酸"
"眭"	"目圭"	"SV"	"SUI"	"眭娃"
"睢"	"目隹，目佳"	"SV"	"SUI"	"睢谁濉"
"穗"	"禾惠"	"SV"	"SUI"	"穗熏稳德搪掳瘸捷"
"岁"	"山夕"	"SV"	"SUI"	"岁夙芬孝算步发宇"
"碎"	"石卒"	"SV"	"SUI"	"碎卒座砰碑萍夜奔硅"
"燧"	"火遂"	"SV"	"SUI"	"燧隧遂"
"隋"	""	"SV"	"SUI"	"隋隳随髓隔陌陷胯隐惰"
"随"	""	"SV"	"SUI"	"随髓隋隳隧陋陵陌陨隙"
"荽"	""	"SV"	"SUI"	"荽菜"
"谇"	"言卒"	"SV"	"SUI"	"谇座卒"
"孙"	"子小"	"SP"	"SUN"	"孙荪狲抓钟种朴补秒"
"隼"	"隹十，佳十"	"SP"	"SUN"	"隼堆榫"
"损"	""	"SP"	"SUN"	"损员捐揭扳振据棍"
"荪"	""	"SP"	"SUN"	"荪狲孙"
"笋"	"竹尹"	"SP"	"SUN"	"笋尹伊竿等箕罗箩笑"
"狲"	""	"SP"	"SUN"	"狲孙荪"
"唆"	""	"SO"	"SUO"	"唆俊逡梭睃峻唉咳哆俊歧"
"梭"	""	"SO"	"SUO"	"梭唆俊逡睃校竣榜椽掺核"
"睃"	""	"SO"	"SUO"	"睃唆俊逡梭"
"缩"	""	"SO"	"SUO"	"缩宿绵绍缔绒绢缉"
"锁"	""	"SO"	"SUO"	"锁琐唢琐领钡锐铣颂"
"蓑"	""	"SO"	"SUO"	"蓑衰缞著莲蔫藉壹蒂"
"桫"	"木沙，木三少"	"SO"	"SUO"	"桫挲纱沙"
"挲"	"沙手"	"SO"	"SUO"	"挲纱沙桫"
"索"	""	"SO"	"SUO"	"索系紊衰袁卖崇素"
"他"	""	"TA"	"TA"	"他也地池伦驰蚀仙"
"塔"	""	"TA"	"TA"	"塔搭堵搭浴坦借洛"
"闼"	"门达"	"TA"	"TA"	"闼闲"
"鳎"	""	"TA"	"TA"	"鳎溻遢蹋塌榻"
"它"	""	"TA"	"TA"	"它他仑宅屯右宫玄"
"她"	"女也"	"TA"	"TA"	"她也他姬驰娘抛驰地"
"遢"	""	"TA"	"TA"	"遢蹋塌榻溻鳎"
"榻"	""	"TA"	"TA"	"榻溻遢蹋塌鳎"
"台"	""	"TL"	"TAI"	"台胎骀邰抬怠鲐苔跆合吕音会吉舌"
"钛"	"金太"	"TL"	"TAI"	"钛肽汰态"
"肽"	"月太"	"TL"	"TAI"	"肽汰态钛"
"薹"	""	"TL"	"TAI"	"薹壹彀觳懿"
"骀"	"马台"	"TL"	"TAI"	"骀台胎邰抬怠鲐苔跆"
"汰"	"三太"	"TL"	"TAI"	"汰态钛肽汉沈欢汝砍沂"
"酞"	"酉太"	"TL"	"TAI"	"酞太酝配酷酚酥酿"
"跆"	""	"TL"	"TAI"	"跆炱鲐台胎骀邰苔抬"
"胎"	"月台"	"TL"	"TAI"	"胎骀台邰抬怠鲐苔跆服脂胳脸聪胀"
"太"	""	"TL"	"TAI"	"太大夫汰态钛肽力方木穴女"
"坍"	"土丹"	"TJ"	"TAN"	"坍丹班毋圾扔姐坊"
"滩"	"三难"	"TJ"	"TAN"	"滩瘫摊谁潍摊雏雌浓湘"
"瘫"	""	"TJ"	"TAN"	"瘫摊谁滩掩痰撅庞搬掖"
"谈"	"言炎"	"TJ"	"TAN"	"谈郯炎淡该诀泼游避"
"锬"	"金炎"	"TJ"	"TAN"	"锬痰炎"
"郯"	""	"TJ"	"TAN"	"郯谈炎"
"潭"	"三覃"	"TJ"	"TAN"	"潭谭谭漳漂瘴湾遭"
"探"	""	"TJ"	"TAN"	"探琛深操榜摇挟寐"
"饧"	""	"TH"	"TANG"	"饧饭"
"淌"	"三尚"	"TH"	"TANG"	"淌耥躺倘倘涧滴润湘涸"
"汤"	""	"TH"	"TANG"	"汤蒎荡须场扬杨涤颈"
"唐"	""	"TH"	"TANG"	"唐糖庸康盾廖屠窗"
"烫"	"汤火"	"TH"	"TANG"	"烫汤绣痹梗谗赘费"
"瑭"	"王唐"	"TH"	"TANG"	"瑭塘唐搪溏糖螗醣"
"葳"	""	"WZ"	"WEI"	"葳威"
"湍"	""	"TR"	"TUAN"	"湍瑞喘遄颛瑞端喘揣猪滞"
"阌"	""	"WF"	"WEN"	"阌闻"
"嚏"	""	"TI"	"TI"	"嚏喷嚷嘎瘪嚎噎瘦"
"舞"	""	"WU"	"WU"	"舞绕贺赛斡资离"
"铣"	"金先"	"XM"	"XIAN"	"铣先洗锐钱锁铱就钮"
"炭"	"山灰"	"TJ"	"TAN"	"炭毯探发友泉茬贵亥"
"缇"	""	"TI"	"TI"	"缇是提题醍"
"峒"	"山同"	"TS"	"TONG"	"峒垌侗同恫洞胴硐"
"秃"	"禾几"	"TU"	"TU"	"秃诱秀壳秀晃完亮宪"
"悌"	""	"TI"	"TI"	"悌梯锑绨鹈弟剃涕"
"荼"	""	"TU"	"TU"	"荼途涂余除酴"
"暾"	"日敦"	"TP"	"TUN"	"暾敦憝熟"
"曦"	"日羲"	"XI"	"XI"	"曦羲"
"嗽"	"口束欠"	"SB"	"SOU"	"嗽喇喇啄漱喊麻嫩"
"苏"	""	"SU"	"SU"	"苏办力功苯莎荷苛菏苹"
"夙"	"几歹"	"SU"	"SU"	"夙风"
"涑"	"三束"	"SU"	"SU"	"涑束速"
"沓"	"水日"	"TA"	"TA"	"沓涅笪"
"塌"	""	"TA"	"TA"	"塌溻遢蹋榻鳎扇场堤癌撮蹋"
"耥"	"耒尚"	"TH"	"TANG"	"耥躺倘淌"
"陶"	""	"TK"	"TAO"	"陶萄淘啕掏阀阔嗡阅闽"
"焘"	""	"TK"	"TAO"	"焘寿"
"倜"	""	"TI"	"TI"	"倜周绸"
"啼"	"口帝"	"TI"	"TI"	"啼帝啻蹄喷啤畴筛畸略"
"体"	""	"TI"	"TI"	"体本休伸估休钵怖位"
"忝"	""	"TM"	"TIAN"	"忝添舔掭"
"视"	"衣见"	"UI"	"SHI"	"视见祝砚祖观槐现"
"式"	"弋工"	"UI"	"SHI"	"式工或太允戎亢犬充"
"示"	"二小"	"UI"	"SHI"	"示未禾不无术云承"
"市"	""	"UI"	"SHI"	"市柿币击布帘衣甫"
"势"	"执力"	"UI"	"SHI"	"势执热垫契努剪拎羚"
"手"	""	"UB"	"SHOU"	"手扌字乎寺圭亨芋"
"兽"	""	"UB"	"SHOU"	"兽曾苔昌营旨菩喜"
"售"	"隹口，佳口"	"UB"	"SHOU"	"售信兽营菩苔窖崖"
"狩"	""	"UB"	"SHOU"	"狩守寸"
"艏"	"舟首"	"UB"	"SHOU"	"艏首目"
"守"	""	"UB"	"SHOU"	"守寸宁宇寺穴字方"
"瘦"	""	"UB"	"SHOU"	"瘦叟瘪痊痉厘痘瘤"
"输"	"车俞"	"UU"	"SHU"	"输俞赖辊辆辅翰辐"
"蔬"	""	"UU"	"SHU"	"蔬疏藐菌疏尉琉藏"
"秫"	"禾术"	"UU"	"SHU"	"秫术述"
"赎"	"贝卖"	"UU"	"SHU"	"赎卖犊赂贼膜赋陋"
"舒"	"舍予"	"UU"	"SHU"	"舒舍贷贤轩资盗纤"
"黍"	"禾氽"	"UU"	"SHU"	"黍黏蚕委裹泰蠢豪"
"鼠"	""	"UU"	"SHU"	"鼠氮园阂骸碌氨"
"蜀"	""	"UU"	"SHU"	"蜀旬萄翁冕登局鸯"
"塾"	"孰土"	"UU"	"SHU"	"塾孰熟郭"
"抒"	""	"UU"	"SHU"	"抒予纾好拧柠扦拓押"
"纾"	""	"UU"	"SHU"	"纾抒"
"姝"	"女朱"	"UU"	"SHU"	"姝朱侏"
"摅"	""	"UU"	"SHU"	"摅虑"
"戍"	""	"UU"	"SHU"	"戍戊戌戎成戊灰虎"
"恕"	"如心"	"UU"	"SHU"	"恕如怒怨忽期翘叙"
"忄"	""	"UU"	"SHU"	"忄刂丩"
"术"	""	"UU"	"SHU"	"术术述木禾求米犬不"
"琬"	"王宛"	"WJ"	"WAN"	"琬宛婉惋菀畹畹碗腕"
"蓊"	"龙羽"	"WG"	"WENG"	"蓊翁嗡"
"涡"	"三呙"	"WO"	"WO"	"涡呙锅莴窝涌祸洞润渴漏"
"肟"	"月亏"	"WO"	"WO"	"肟专亏"
"卧"	"臣卜"	"WO"	"WO"	"卧臣颐盯趾胚耻队锄"
"蜗"	"虫呙"	"WO"	"WO"	"蜗窝涡呙莴蝇蛹蝎蛔锅蝉"
"雾"	"雨务"	"WU"	"WU"	"雾务霉霓霞雹寡霄"
"骛"	""	"WU"	"WU"	"骛茅鹜"
"误"	"言误"	"WU"	"WU"	"误吴课诧谋埃滨侯"
"坞"	"土乌"	"WU"	"WU"	"坞乌邬鸡玛钨垮泻堵"
"五"	""	"WU"	"WU"	"五三一二四五六七八九十百千万亿伍王丑玉互"
"污"	"三亏"	"WU"	"WU"	"污圬亏活洱佰滑泛河"
"牺"	"牛西"	"XI"	"XI"	"牺西栖硒柄晒炳辆"
"禧"	"衣喜"	"XI"	"XI"	"禧喜熹"
"蜥"	"虫析，虫木斤"	"XI"	"XI"	"蜥析"
"瑕"	""	"XW"	"XIA"	"瑕暇遐"
"现"	"王见"	"XM"	"XIAN"	"现见规砚视观钡挪"
"蚬"	"虫见"	"XM"	"XIAN"	"蚬见"
"咸"	""	"XM"	"XIAN"	"咸厨威域戚感成或"
"翔"	"丰羽"	"XD"	"XIANG"	"翔羽期扭捆朝描翘"
"蟓"	"虫象"	"XD"	"XIANG"	"蟓橡像象"
"享"	""	"XD"	"XIANG"	"享郭亨亨亭宫卓阜拿"
"响"	"口向"	"XD"	"XIANG"	"响向饷晌咐吨叼阿呻"
"晓"	"日尧"	"XC"	"XIAO"	"晓绕烧饶挠侥龄瞬"
"亠"	""	"WF"	"WEN"	"亠方"
"吻"	"口勿"	"WF"	"WEN"	"吻刎哟物蜘啦咐树"
"屋"	"尸至"	"WU"	"WU"	"屋至崖尾星垦厘唇"
"焐"	"火吾"	"WU"	"WU"	"焐悟吾语晤"
"怃"	""	"WU"	"WU"	"怃无芜"
"牾"	"牛吾"	"WU"	"WU"	"牾捂吾语悟"
"烯"	"火希"	"XI"	"XI"	"烯欷浠希欷钸稀筛爆熔烧慌"
"皙"	"析日"	"XI"	"XI"	"皙析暂"
"晰"	"日析，日木斤"	"XI"	"XI"	"晰菥新析毗瞅腑脓触碱"
"悉"	"采心"	"XI"	"XI"	"悉秋愚慈番惹惠忍"
"系"	""	"XI"	"XI"	"系糸杀荔宗泵汞奈"
"辖"	"车害"	"XW"	"XIA"	"辖害割辐瞎耪错馆精"
"莶"	""	"XM"	"XIAN"	"莶佥剑敛"
"氙"	"气山"	"XM"	"XIAN"	"氙气"
"骧"	"马襄"	"XD"	"XIANG"	"骧襄镶"
"消"	"三肖"	"XC"	"XIAO"	"消销肖俏硝销俏治泪悄捎沼"
"哓"	"口尧"	"XC"	"XIAO"	"哓浇绕饶娆饶"
"楔"	"木契"	"XX"	"XIE"	"楔契模樱梆棋撵檄"
"泄"	"三世"	"XX"	"XIE"	"泄世池沧沤巡他沿"
"泻"	"三写"	"XX"	"XIE"	"泻写沼浑鸡坞淳涪"
"绁"	""	"XX"	"XIE"	"绁泄世"
"雄"	""	"XS"	"XIONG"	"雄友椎稚锥推维破"
"兄"	"口儿"	"XS"	"XIONG"	"兄史冗允兑元又无"
"坦"	"土旦"	"TJ"	"TAN"	"坦钽袒担袒但世还迟"
"昙"	"曰云"	"TJ"	"TAN"	"昙坛去"
"镡"	""	"TJ"	"TAN"	"镡谭潭"
"痰"	""	"TJ"	"TAN"	"痰炎锬痪疲疾矫瘦箍"
"钽"	"金旦"	"TJ"	"TAN"	"钽坦袒"
"镗"	"金堂"	"TH"	"TANG"	"镗堂常"
